Country,State,Year,Ministry Or Department Name,Direct Benefit Transfer (Dbt) Scheme Name,Direct Benefit Transfer (Dbt) Scheme Benefit Type,Direct Benefit Transfer (Dbt) Fund Transferred (UOM:INR(IndianRupees))
India,Kerala,"Financial Year (Apr - Mar), 2019",Department of Higher Education,QIP for faculty deputed for M.Tech/ Ph.D studies at QIP Centers,Cash,1080000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Mission for Integrated Development of Horticulture,Cash,1432096
India,Nagaland,"Financial Year (Apr - Mar), 2018",Ministry of Women and Child Development,Mahila Shakti Kendra Scheme,Cash,1139968
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - ICAR Junior Research Fellowship,Cash,1752730
India,Mizoram,"Financial Year (Apr - Mar), 2017",Department of Rural Development,Mahatma Gandhi NREGA,Cash,1676747526
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,692000
India,Meghalaya,"Financial Year (Apr - Mar), 2017",Department of Youth Affairs,NATIONAL YOUTH CORPS,Cash,430000
India,Puducherry,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,5643221
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,32980400000
India,Odisha,"Financial Year (Apr - Mar), 2017",Ministry of External Affairs,Outgoing Cultural Programmes,Cash,492027
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,1330000
India,Kerala,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,DAY-NRLM,Cash and In Kind,519000
India,Mizoram,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,NATIONAL YOUTH CORPS,Cash,1345000
India,Kerala,"Financial Year (Apr - Mar), 2017",Ministry of Labour and Employment,Scholarship to the Children of Lime Stone and Dolomite Workers,Cash,192720
India,Punjab,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Pradhan Mantri Krishi Sinchai Yojana,Cash and In Kind,1739906
India,Tripura,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Central Sector Scheme of Scholarship for College and University Students,Cash,6130000
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Deparment of Rural Development,MGNREGA,Cash,1254668703
India,Gujarat,"Financial Year (Apr - Mar), 2019",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,1478789000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Mission for Integrated Development of Horticulture,Cash,49604166
India,Punjab,"Financial Year (Apr - Mar), 2018",Department of Heavy Industry,Demand Incentive Delivery Mechanism under FAME India Scheme,In Kind,12272200
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",SFURTI- SI,In Kind,1098012
India,Karnataka,"Financial Year (Apr - Mar), 2019",Department of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,3568702437
India,Kerala,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,207812525
India,Gujarat,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Pradhan Mantri Rojgar Protshan Yojana (PMRPY),Cash,53591435
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,397012352
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,76572000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019","Department of Water Resources, River Development and Ganga Rejuvenation",R and D Programme in Water Sector,Cash,523380
India,Odisha,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Pradhan Mantri Awas Yojna Grameen,Cash,57411170000
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Credit Link Subsidy Scheme (CLSS),Cash,749773058
India,Gujarat,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",ATI Scheme (Training Component),In Kind,2136960
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Ministry of New and Renewable Energy,Fellowship component of R and D projects sponsored by the Ministry,Cash,24557077
India,Puducherry,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,2264619
India,West Bengal,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Fellowship,Cash,332944813
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,SWACHH BHARAT MISSION URBAN,Cash,2032075
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Scholarship to NIPER Students,Cash,20142226
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Department of Financial Services,Atal Pension Yojana,Cash,7986329
India,Kerala,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,40292500
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Central Sector Scheme of Scholarship for College and University Students,Cash,90460000
India,Puducherry,"Financial Year (Apr - Mar), 2019",Department of Youth Affairs,Youth Hostels,Cash,108000
India,West Bengal,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,56586263
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,36870400
India,Rajasthan,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",MATU Scheme excluding Vendor Development Programme and International/ National Workshop/ Seminar,Cash,2438235
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,4624000.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2018",Department of Rural Development,DAY-NRLM,Cash and In Kind,44025000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",Lean Manufacturing Competitiveness Scheme for MSMEs,In Kind,1307639
India,Maharashtra,"Financial Year (Apr - Mar), 2018","Ministry of Micro, Small and Medium Enterprises",Marketing Assistance Scheme,Cash,2501856
India,Karnataka,"Financial Year (Apr - Mar), 2018",Ministry of Railways,Prime Minister's Scholarship Scheme for Railway Protection Force (RPF),Cash,48000
India,Mizoram,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Scholarship,Cash,300000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,445181846
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,57320800
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Indira Gandhi National Disability Pension Scheme-IGNDPS,Cash,10275600
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2017",Department of Social Justice and Empowerment,Centrally Sponsored Scheme Of Post Matric Scholarships To The Students Belonging To Scheduled Castes For Studies In India,Cash,11840155.48494885140316766300
India,West Bengal,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Indira Gandhi National Old Age Pension Scheme- IGNOAPS,Cash,540825240
India,Karnataka,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - ICAR Senior Research Fellowship,Cash,1139361
India,Sikkim,"Financial Year (Apr - Mar), 2019","Ministry of Environment, Forests and Climate Change",GB Pant National Institute of Himalayan Environment and Sustainable Development,Cash,420868
India,Odisha,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,Assistance to Scouting and Guiding Organizations,In Kind,3451005
India,West Bengal,"Financial Year (Apr - Mar), 2016",Ministry of Petroleum and Natural Gas,PAHAL,Cash,11848760000
India,Nagaland,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,PAHAL,Cash,149700000
India,Jharkhand,"Financial Year (Apr - Mar), 2017",Department of Empowerment of Persons with Disabilities,Scholarship For Top Class Education For Students With Disabilities,Cash,265000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,47511105.15246535008893022776
India,Karnataka,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,National Fellowship for Students with Disabilities,Cash,8804820
India,Karnataka,"Financial Year (Apr - Mar), 2019","Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,Cash,3229200
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Department of Health Research,Fellowship Programmes Under The Human Resource Development For Health Research,Cash,30000
India,Kerala,"Financial Year (Apr - Mar), 2018",Department of Ex-Servicemen Welfare,Raksha Mantri Ex-servicemen Welfare Fund (RMEWF),Cash,5244000
India,Odisha,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,ASHA incentives,Cash,411061612
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Indira Gandhi National Old Age Pension Scheme- IGNOAPS,Cash,786266100
India,Tripura,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,48205984
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Employees Pension Scheme for EPF Members,Cash,627513720
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - Students READY,Cash,248428
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Department of Youth Affairs,Youth Hostels,Cash,216000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,2500186125.74436051376903830000
India,Telangana,"Financial Year (Apr - Mar), 2019",Department of Youth Affairs,NPYAD-National Youth Awards,Cash,50000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,9000.00000000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2019",Ministry of AYUSH,Rashtriya Ayurveda Vidyapeeth,Cash,392264
India,Sikkim,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Indira Gandhi National Old Age Pension Scheme- IGNOAPS,Cash,15090524
India,Odisha,"Financial Year (Apr - Mar), 2017",Department of Social Justice and Empowerment,Centrally Sponsored Scheme Of Post Matric Scholarships To The Students Belonging To Scheduled Castes For Studies In India,Cash,108965372
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Department of Promotion of Industry and Internal Trade,Primary Skill Development programme under IFLADP,Cash,3000.00000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2019",Department of Promotion of Industry and Internal Trade,Primary Skill Development programme under IFLADP,Cash,7500
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-Short Term Studentship,Cash,20000
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Ministry of Development of North Eastern Region,Scheme of North Eastern Council of Financial Support to the Student of North East Region,Cash,21700980
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-SRF and RA Fellowship,Cash,2226434
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Ministry of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,3471825006
India,Haryana,"Financial Year (Apr - Mar), 2016",Ministry of Petroleum and Natural Gas,PAHAL,Cash,4813930000
India,Telangana,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,10042350000
India,Mizoram,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - Tribal TB Patients,Cash,1638920
India,West Bengal,"Financial Year (Apr - Mar), 2017",Ministry of External Affairs,Publications,Cash,4000
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,National Fellowship for Students with Disabilities,Cash,10684798
India,Gujarat,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PAHAL,Cash,12657420000
India,Sikkim,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Credit Link Subsidy Scheme (CLSS),Cash,5014240
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PAHAL,Cash,190960000.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Department of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,2483070268
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,ASHA incentives,Cash,607414503
India,Meghalaya,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,31169
India,Manipur,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",Credit Guarantee Scheme,Cash,17400000
India,Kerala,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,National Fellowship for Students with Disabilities,Cash,1313181
India,Tripura,"Financial Year (Apr - Mar), 2018",Ministry of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,462467320
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Post-matric Scholarship for Persons with Disabilities,Cash,366300
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-Short Term Studentship,Cash,200000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,387727780
India,Puducherry,"Financial Year (Apr - Mar), 2018",Department of Ex-Servicemen Welfare,Raksha Mantri Ex-servicemen Welfare Fund (RMEWF),Cash,24000
India,Karnataka,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Cash,17413147
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Department of Food and Public Distribution,DBT Kind - PDS Operations In 34 States And UTs,In Kind,40546614399
India,Jharkhand,"Financial Year (Apr - Mar), 2017",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,32751534
India,Mizoram,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,9761578
