Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","February, 2015",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","June, 2013",UREA,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,1.072
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","November, 2014",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","April, 2013",Single super Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","April, 2013",Single super Phosphate,56396.537,3531.320
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","July, 2012",Diammonium Phosphate,42297.403,25752.717
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","January, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",Monoammonium Phosphate,0.000,478.722
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,25.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014",Diammonium Phosphate,56396.537,52676.621
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",UREA,140991.342,47.260
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","November, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","February, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012",UREA,197387.879,39371.409
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",84594.805,58826.015
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","January, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Single super Phosphate,11279.307,4909.995
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","October, 2015",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","September, 2015",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","March, 2015",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,20.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","September, 2015",UREA,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",124072.381,94582.733
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","July, 2012","nitrogen, phosphorus, and potassium",70495.671,120367.991
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","July, 2013",UREA,56396.537,49199.634
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",35.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","March, 2016",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","February, 2016",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,10.067
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","October, 2013",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","February, 2017",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","May, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","November, 2014",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","March, 2014",Diammonium Phosphate,600.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","August, 2013",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","October, 2015",UREA,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Monoammonium Phosphate,0.000,894.928
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",Muriate of Potash (MOP) or Potassium Chloride,28198.268,15442.500
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","September, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","April, 2012",UREA,197387.879,46483.046
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","September, 2014",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","June, 2012",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","May, 2012","nitrogen, phosphorus, and potassium",42297.403,99994.680
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","April, 2012",Monoammonium Phosphate,0.000,6.683
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","May, 2012",Monoammonium Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.000,626.509
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","May, 2013",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","September, 2013",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","January, 2015",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",85.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","April, 2013",UREA,500.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",30.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",112793.074,84233.681
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","September, 2013",Muriate of Potash (MOP) or Potassium Chloride,400.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","March, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",94746.182,38572.643
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Muriate of Potash (MOP) or Potassium Chloride,16918.961,13180.062
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","July, 2013",UREA,500.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","February, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,70.496,48785.147
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",Diammonium Phosphate,73315.498,18869.097
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","September, 2012",UREA,85.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","December, 2013",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","January, 2016",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","April, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,56396.537,32733.199
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","May, 2012",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",UREA,84594.805,63446.019
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",98693.939,95514.444
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","November, 2013",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","February, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","April, 2012",Diammonium Phosphate,42297.403,49691.835
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","September, 2014",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","December, 2015",Triple superphosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","May, 2014",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","October, 2014",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","September, 2014",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","August, 2013",Single super Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","December, 2013",Monoammonium Phosphate,0.000,10.067
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","October, 2014",Diammonium Phosphate,0.000,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014",UREA,169189.610,25239.819
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","December, 2013",UREA,50.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","June, 2013",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","October, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","June, 2012",UREA,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","June, 2012",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","September, 2013",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","March, 2016",Single super Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","April, 2014",UREA,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","December, 2016",Diammonium Phosphate,0.000,1000.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.000,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","July, 2013",Monoammonium Phosphate,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2016","December, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013","September, 2013",UREA,0.000,0.000
